Position,Elevation,Slope,Aspect,TPI
OL-15,2856.150390625,9.696882675029826,241.23600890580443,0.484130859375
SW-01,2746.59326171875,19.445568186081523,35.4600690023209,-1.405731201171875
SW-02,2938.34033203125,23.210301155081797,335.9894436097377,1.34783935546875
SW-03,3150.14306640625,9.623753023255032,96.34171009408858,0.18524169921875
SW-04,2785.870361328125,27.461689630139816,45.02902352788392,3.4923095703125
SW-05,2216.939697265625,24.88704224204665,89.58815794884302,2.39794921875
SW-06,3198.55712890625,25.100432949436726,350.87272791975437,4.51739501953125
SW-07,2962.544189453125,13.099192907550796,25.593368630091415,-3.245849609375
SW-08,2873.55810546875,18.274196517904937,352.56767888391806,-0.982452392578125
SW-09,2625.5478515625,19.491575790458143,41.91805886742889,-10.654022216796875
SW-10,2651.334228515625,30.931442393665648,26.542736637835937,1.968109130859375
SW-11,1951.0262451171875,28.966266390016603,66.55876683669473,2.309600830078125
SW-12,2528.559326171875,12.309803056887835,132.2161591738007,0.214630126953125
SW-13,2879.031005859375,14.759621947407064,108.24927855197252,-2.176055908203125
SW-14,3046.6533203125,17.799869511356082,108.19096991271041,-3.271453857421875
SW-15,2339.7724609375,18.840491493501595,23.79682412066136,-2.49462890625
WA-01,2992.760009765625,32.53488888873787,221.80116943631708,3.44903564453125
WA-02,2846.36083984375,26.420751046394436,210.49625269895316,-4.1754150390625
WA-03,2594.14599609375,26.4185101871945,128.6922197907844,-5.452178955078125
WA-04,3232.640380859375,14.839926002864159,31.946180197992106,-5.01580810546875
WA-05,3374.873046875,14.791232163854504,49.389272224860356,2.464599609375
WA-06,3000.82421875,43.668421138153825,207.34340894941144,-10.153961181640625
WA-07,3282.90869140625,32.03924712192344,357.87199585104065,5.0103759765625
WA-08,3159.647705078125,39.43903152683101,227.0494965288621,-3.6099853515625
WA-09,2308.42138671875,27.978298249667233,174.55411841052054,3.034759521484375
WA-10,3315.055908203125,31.53478742602628,215.88243688565095,2.6337890625
WA-11,2321.2880859375,14.343398964185752,65.01037145759643,-0.607696533203125
WA-12,2934.646728515625,35.15633684609284,187.1415425953558,1.178924560546875
WA-13,3146.165283203125,40.060210609066,222.45616399884807,3.2802734375
WA-14,2668.203125,30.56195799527205,114.01960297049814,4.250518798828125
WA-15,3369.12158203125,7.063074297521688,171.1846696005131,2.26397705078125
WH-01,1699.749267578125,33.53147921291498,66.13936075454114,-2.7822418212890625
WH-02,1764.6466064453125,42.10159953472364,165.78827238818346,13.365570068359375
WH-03,2052.78759765625,2.9340721467827273,166.8471885014054,12.4716796875
WH-04,1864.189208984375,21.09454174184358,169.92299864177863,5.652191162109375
WH-05,2077.933837890625,33.54288567550048,166.166747107302,-5.56890869140625
WH-06,2084.48486328125,34.19467803531954,101.86213304398291,4.852325439453125
WH-07,2937.853759765625,28.7306385065509,132.52589382642796,2.247650146484375
WH-08,3337.189208984375,34.85722101820239,280.57980594574894,4.951690673828125
WH-09,3199.073486328125,29.778507977181082,153.60199037615672,5.0374755859375
WH-10,3760.9267578125,22.60539289514077,53.44601500178489,4.906890869140625
WH-11,3627.0986328125,19.6244761399775,113.80198037144244,-1.81781005859375
WH-12,3610.811279296875,10.781644761141155,234.25289865042438,-2.890594482421875
WH-13,3502.111572265625,13.3010358262124,232.6046197365742,3.05267333984375
WH-14,2964.5576171875,20.403076854195408,7.9581393006883765,2.47662353515625
WH-15,3756.0927734375,17.175552168459404,94.96070701743648,5.14471435546875
WL-01,2764.93701171875,7.15121117528386,201.46756400356148,2.201873779296875
WL-02,2020.1943359375,28.926649815330016,83.50299619655,1.9749908447265625
WL-03,3120.239990234375,28.181616827497468,109.04081941314055,1.40863037109375
WL-04,3212.667724609375,42.98210804542175,333.9591578219737,6.16143798828125
WL-05,3300.59033203125,20.582664844246956,40.517981233471,-6.491607666015625
WL-06,2771.01953125,13.375545469171957,257.4198270814472,2.615203857421875
WL-07,2509.5126953125,33.9901422520421,331.6392580303666,-11.816131591796875
WL-08,3331.870361328125,19.42584221337063,325.4652096022378,2.283599853515625
WL-09,1997.7791748046875,27.16262582870442,117.1295443718485,1.3342132568359375
WL-10,1923.3048095703125,17.114291028567855,68.436028773905,7.0217437744140625
WL-11,2138.89013671875,22.86334126008566,0.442462211961019,-14.435089111328125
WL-12,3463.625732421875,12.284416668273526,314.61691839973014,-1.15985107421875
WL-13,3559.32421875,34.697829296701485,92.69728174231587,-0.9779052734375
WL-14,1906.3828125,18.582918109170365,24.463051048616162,-2.4213104248046875
WL-15,3416.272705078125,17.290503735984647,103.52421606490508,-0.909210205078125
